lsoa_code,dpi_score,dpi_z,lisa_I,lisa_p,lisa_class,gistar_z,gistar_p,gistar_class
E01000954,0.942,-0.9139419638562009,0.4435609961860789,0.15,Not sig,-0.9973385309864097,0.9,Not sig
E01000955,0.929,-1.6669136504256632,0.6159004461996007,0.11,Not sig,-2.4948754466123884,0.98,Not sig
E01000957,0.964,0.36031781341520763,0.09226304966400196,0.57,Not sig,0.6413770636823491,0.25,Not sig
E01000959,0.948,-0.5664165700549076,-0.13847526614955122,0.53,Not sig,-0.16603620750746695,0.63,Not sig
E01000961,0.96,0.12863421754767881,0.0448590780934585,0.82,Not sig,0.36883289807962166,0.37,Not sig
E01000964,0.961,0.18655511651456103,0.16626899883823237,0.44,Not sig,1.1240690086538299,0.12,Not sig
E01000968,0.958,0.012792419613914401,0.006091233551568363,0.95,Not sig,0.44631570086064887,0.36,Not sig
E01000969,0.981,1.344973095852205,1.2896056232447741,0.01,HH (hotspot),1.9454411396261275,0.01,Hotspot (Gi*)
E01000970,0.972,0.8236850051502652,0.42083067750421366,0.18,Not sig,1.0732292508439618,0.09,Not sig
E01000971,0.969,0.6499223082496186,0.03842934636549466,0.8,Not sig,0.6504745540626945,0.29,Not sig
E01000842,0.951,-0.39265387315426103,-0.13693161194063427,0.41,Not sig,-0.045989663677389186,0.52,Not sig
E01000848,0.963,0.30239691444832545,0.0943630773893833,0.47,Not sig,0.6331226283422325,0.28,Not sig
E01000859,0.955,-0.16097027728673222,0.05015264240494631,0.75,Not sig,-0.1606688656366623,0.71,Not sig
E01000870,0.957,-0.04512847935296781,-0.003191184537550127,0.98,Not sig,-0.07909573117829355,0.58,Not sig
E01000873,0.967,0.5340805103158542,0.09963545183003086,0.53,Not sig,0.7153502768763841,0.27,Not sig
E01000874,0.968,0.5920014092827365,0.5047673107611693,0.09,Not sig,1.5128083161741335,0.05,Not sig
E01000875,0.948,-0.5664165700549076,-0.08598349506589446,0.6,Not sig,-0.574330643002899,0.77,Not sig
E01000876,0.953,-0.2768120752204966,0.025318671414542204,0.8,Not sig,-0.5670459732614316,0.77,Not sig
E01000877,0.965,0.4182387123820898,0.2899912410033679,0.2,Not sig,1.1808301432938213,0.14,Not sig
E01000888,0.955,-0.16097027728673222,0.04855432071910868,0.71,Not sig,-0.478117194466084,0.74,Not sig
E01000892,0.955,-0.16097027728673222,0.037898842813524236,0.7,Not sig,-0.4281745821825783,0.72,Not sig
E01000900,0.934,-1.377309155591252,1.4449222648734596,0.03,LL (coldspot),-1.8120599999731963,0.98,Not sig
E01000902,0.935,-1.3193882566243698,1.2822644482568313,0.08,Not sig,-1.9940333348125643,0.97,Not sig
E01000903,0.943,-0.8560210648893186,0.5273629522799514,0.08,Not sig,-1.3492218369302917,0.95,Not sig
E01000907,0.943,-0.8560210648893186,0.4140337874504034,0.12,Not sig,-1.70842870422495,0.93,Not sig
E01000911,0.942,-0.9139419638562009,0.44709008552941515,0.1,Not sig,-1.109684761115,0.92,Not sig
E01000915,0.947,-0.6243374690217899,0.040229463068143845,0.86,Not sig,-0.47483576752531015,0.77,Not sig
E01000920,0.957,-0.04512847935296781,0.03396328235765007,0.8,Not sig,-0.5225790245244125,0.75,Not sig
E01000924,0.966,0.47615961134897206,-0.016891760399286766,0.85,Not sig,0.3972290047710088,0.32,Not sig
E01000930,0.917,-2.3619644380282496,-0.08884685602362768,0.58,Not sig,-2.7925674454744946,1.0,Not sig
E01000938,0.963,0.30239691444832545,-0.1485129916083026,0.36,Not sig,-0.17354734718811862,0.69,Not sig
E01000952,0.949,-0.5084956710880254,0.1162139699625767,0.54,Not sig,-0.8120365315365519,0.81,Not sig
E01000966,0.98,1.2870521968853228,0.344472280915177,0.25,Not sig,1.5913879578392758,0.08,Not sig
E01000974,0.934,-1.377309155591252,-0.23921629567606795,0.24,Not sig,-1.3671631857046864,0.92,Not sig
E01035712,0.9395,-1.0587442112734031,0.23174976575710782,0.3,Not sig,-1.805445856691049,0.96,Not sig
E01000844,0.971,0.7657641061833831,0.31472797557990656,0.2,Not sig,0.9250386739356848,0.12,Not sig
E01000845,0.967,0.5340805103158542,0.14294364441944726,0.46,Not sig,0.6263470124490463,0.19,Not sig
E01000861,0.957,-0.04512847935296781,-0.01775424191355827,0.9,Not sig,0.4680760980930101,0.31,Not sig
E01000862,0.963,0.30239691444832545,-0.07670107697677558,0.63,Not sig,0.07993465945828664,0.53,Not sig
E01000866,0.957,-0.04512847935296781,0.0009910268114573398,1.0,Not sig,-0.1865963842075763,0.61,Not sig
E01000880,0.99,1.866261186554145,0.9607018850191442,0.03,HH (hotspot),2.508782769921214,0.01,Hotspot (Gi*)
E01000895,0.942,-0.9139419638562009,-0.4457695183348613,0.18,Not sig,-0.40228030902924783,0.69,Not sig
E01000898,0.953,-0.2768120752204966,-0.09172371954945399,0.59,Not sig,-0.0293513292533032,0.53,Not sig
E01000910,0.975,0.9974477020509118,-0.7960631765049889,0.09,Not sig,0.2585145687821557,0.41,Not sig
E01000916,0.957,-0.04512847935296781,0.009878225928098151,0.92,Not sig,-0.09028727809181157,0.59,Not sig
E01000917,0.903,-3.1728570235646005,-0.9135184911361585,0.06,Not sig,-1.9263278175466083,0.99,Not sig
E01000925,0.943,-0.8560210648893186,-0.17952771334435694,0.42,Not sig,-0.4975310268543309,0.79,Not sig
E01000933,0.969,0.6499223082496186,-0.1657898112463377,0.33,Not sig,0.26369627589487815,0.39,Not sig
E01000937,0.955,-0.16097027728673222,0.13831192279878982,0.41,Not sig,-0.7217412861480162,0.9,Not sig
E01000956,0.962,0.2444760154814432,-0.061773800440108356,0.64,Not sig,0.05167457933030338,0.51,Not sig
E01000960,0.982,1.4028939948190873,0.6815442728920428,0.07,Not sig,1.904877202476214,0.01,Hotspot (Gi*)
E01000962,0.969,0.6499223082496186,0.008314078883565336,0.92,Not sig,0.5791345267634376,0.27,Not sig
E01000965,0.973,0.8816059041171475,0.47935909891803996,0.13,Not sig,1.5476357012500017,0.02,Hotspot (Gi*)
E01000972,0.954,-0.21889117625361443,-0.2581788181102177,0.34,Not sig,1.0792477967900385,0.14,Not sig
E01000863,0.978,1.1712103989515585,0.12804521352383222,0.47,Not sig,1.176990303134719,0.13,Not sig
E01000872,0.956,-0.10304937831985,-0.008992309984465338,0.92,Not sig,-0.09287960777435103,0.57,Not sig
E01000889,0.942,-0.9139419638562009,0.497820744839886,0.09,Not sig,-1.9356879005898593,0.94,Not sig
E01000918,0.956,-0.10304937831985,0.018080065159919577,0.89,Not sig,-0.1813778554616551,0.65,Not sig
E01000931,0.956,-0.10304937831985,-0.013255676148935483,0.91,Not sig,-0.06172819135452871,0.56,Not sig
E01035709,0.962,0.2444760154814432,-0.08466623789800358,0.71,Not sig,-0.15219271198864284,0.63,Not sig
E01000860,0.915,-2.477806235962014,-0.3665695879482555,0.18,Not sig,-2.4693292365744233,0.99,Not sig
E01000878,0.981,1.344973095852205,1.0188032561852247,0.02,HH (hotspot),2.4017620003769315,0.01,Hotspot (Gi*)
E01000896,0.968,0.5920014092827365,0.29560286248794315,0.23,Not sig,0.7318772683328045,0.2,Not sig
E01000851,0.967,0.5340805103158542,0.13366331743600124,0.57,Not sig,0.5931053453780546,0.21,Not sig
E01000879,0.962,0.2444760154814432,0.11640960451567298,0.5,Not sig,0.9520201396577189,0.19,Not sig
E01000883,0.979,1.2291312979184408,0.9649554263061612,0.01,HH (hotspot),1.6380536393617604,0.01,Hotspot (Gi*)
E01000884,0.98,1.2870521968853228,0.666090288326161,0.08,Not sig,1.6147849687850468,0.02,Hotspot (Gi*)
E01000947,0.965,0.4182387123820898,-0.10539148496739142,0.49,Not sig,0.26576505106701026,0.44,Not sig
E01000856,0.954,-0.21889117625361443,-0.04506139345813321,0.79,Not sig,-0.1193263500348976,0.57,Not sig
E01000881,0.973,0.8816059041171475,0.751697266922974,0.09,Not sig,1.7155679857340405,0.06,Not sig
E01000897,0.976,1.055368601017794,0.27329428496887515,0.28,Not sig,1.423723743226461,0.09,Not sig
E01000908,0.928,-1.7248345493925452,0.2776470956891764,0.36,Not sig,-1.8532595281538629,0.98,Not sig
E01000963,0.974,0.9395268030840297,0.48364354210002247,0.12,Not sig,1.0631280667973186,0.06,Not sig
E01000921,0.965,0.4182387123820898,-0.08808808339317838,0.59,Not sig,0.30235519196892396,0.41,Not sig
E01035707,0.961,0.18655511651456103,0.023997371442342638,0.8,Not sig,0.1894096812265156,0.44,Not sig
E01000948,0.958,0.012792419613914401,-0.0015299504438474228,0.99,Not sig,-0.1625200403907864,0.62,Not sig
E01000958,0.977,1.1132894999846763,-0.11472379086332299,0.52,Not sig,0.9891167852863552,0.18,Not sig
E01000967,0.962,0.2444760154814432,-0.05149074679554591,0.62,Not sig,0.01033393971775733,0.52,Not sig
E01000850,0.963,0.30239691444832545,0.09363328150898186,0.66,Not sig,0.6009832980134775,0.3,Not sig
E01000858,0.961,0.18655511651456103,0.0147355656805849,0.9,Not sig,0.2089159962971772,0.43,Not sig
E01000885,0.949,-0.5084956710880254,-0.4384752770520473,0.11,Not sig,0.3513389118584387,0.41,Not sig
E01000909,0.954,-0.21889117625361443,0.09609116711879924,0.56,Not sig,-0.6548157970848959,0.78,Not sig
E01000922,0.958,0.012792419613914401,-0.0027075292209168887,0.97,Not sig,-0.2351000146726948,0.63,Not sig
E01000973,0.981,1.344973095852205,0.2606493689551524,0.23,Not sig,1.147586763639743,0.03,Hotspot (Gi*)
E01000893,0.975,0.9974477020509118,0.19330060572000168,0.34,Not sig,1.1841950177927068,0.14,Not sig
E01000928,0.951,-0.39265387315426103,0.2489390029191385,0.33,Not sig,-1.269033248078177,0.88,Not sig
E01035710,0.942,-0.9139419638562009,0.25539636892542505,0.25,Not sig,-1.3045476103690388,0.89,Not sig
E01000894,0.963,0.30239691444832545,0.1860254399678373,0.3,Not sig,0.9379247924764804,0.17,Not sig
E01000871,0.963,0.30239691444832545,0.11114838263862249,0.42,Not sig,0.8080054395617225,0.23,Not sig
E01000855,0.948,-0.5664165700549076,0.1916487629312583,0.36,Not sig,-0.8760824053737479,0.81,Not sig
E01000914,0.958,0.012792419613914401,-0.005763941552411755,0.94,Not sig,-0.4050566040586627,0.68,Not sig
E01000912,0.937,-1.2035464586906055,0.04656861119622474,0.67,Not sig,-0.8376706756850738,0.93,Not sig
E01035711,0.9515,-0.3636934236708167,0.15684926480982742,0.43,Not sig,-0.509049715141031,0.77,Not sig
E01000946,0.959,0.0707133185807966,-0.0003986079595088077,1.0,Not sig,0.0945725359557092,0.53,Not sig
E01000899,0.981,1.344973095852205,0.43592898325054447,0.14,Not sig,1.5287664106101702,0.03,Hotspot (Gi*)
E01000913,0.968,0.5920014092827365,-0.06723978697559602,0.51,Not sig,0.46055957794541136,0.37,Not sig
E01000003,0.946,-0.682258367988672,-0.3643808973422879,0.19,Not sig,-0.2564764718602242,0.62,Not sig
E01000005,0.938,-1.1456255597237297,-1.6403690491953553,0.01,LH (low-high),0.26037289161612903,0.39,Not sig
E01000001,0.97,0.7078432072165008,0.5748400528032135,0.1,Not sig,1.5040303721739374,0.05,Not sig
E01000002,0.978,1.1712103989515585,0.37112980060903156,0.21,Not sig,1.6427232138216783,0.04,Hotspot (Gi*)
E01032740,0.979,1.2291312979184408,0.14386986482620526,0.28,Not sig,1.4133821969382627,0.07,Not sig
E01032739,0.978,1.1712103989515585,0.7735298676020784,0.03,HH (hotspot),1.940878142709599,0.01,Hotspot (Gi*)
E01000996,0.936,-1.2614673576574877,-0.14400153567084018,0.5,Not sig,-1.1136032413257015,0.81,Not sig
E01000997,0.969,0.6499223082496186,-0.3089717749439025,0.21,Not sig,0.19805495453982352,0.39,Not sig
E01000999,0.95,-0.4505747721211432,-0.03186163740544088,0.75,Not sig,-0.5104602301880373,0.72,Not sig
E01001000,0.964,0.36031781341520763,-0.1553934727816601,0.42,Not sig,0.047320258089167226,0.55,Not sig
E01001001,0.953,-0.2768120752204966,0.1311378194093884,0.46,Not sig,-0.7209576081014072,0.73,Not sig
E01001002,0.953,-0.2768120752204966,0.01650040908163872,0.89,Not sig,-0.13817719549520535,0.61,Not sig
E01001004,0.967,0.5340805103158542,-0.27157762750782344,0.31,Not sig,0.1061592137847254,0.52,Not sig
E01001012,0.974,0.9395268030840297,-0.5865817863150291,0.13,Not sig,0.2819768032596098,0.45,Not sig
E01001144,0.961,0.18655511651456103,0.08342729174695482,0.6,Not sig,0.6218541998923669,0.26,Not sig
E01001151,0.932,-1.4931509535250165,-0.34341843424941404,0.27,Not sig,-1.1969396838235429,0.86,Not sig
E01001179,0.936,-1.2614673576574877,-0.36319750578931875,0.17,Not sig,-0.9751722014960554,0.89,Not sig
E01034140,0.971,0.7657641061833831,0.2537415756182377,0.27,Not sig,1.0229506459444593,0.15,Not sig
E01034151,0.981,1.344973095852205,0.3288136634033598,0.44,Not sig,1.2085934139250392,0.07,Not sig
E01000982,0.953,-0.2768120752204966,0.034938593959528585,0.78,Not sig,-0.34668432557006645,0.77,Not sig
E01000984,0.951,-0.39265387315426103,-0.03231443148749327,0.82,Not sig,-0.3695986273285723,0.71,Not sig
E01000987,0.955,-0.16097027728673222,0.049220288088207866,0.77,Not sig,-0.546331225777053,0.79,Not sig
E01000995,0.964,0.36031781341520763,-0.06843542417012173,0.61,Not sig,0.1090942200077144,0.5,Not sig
E01000998,0.953,-0.2768120752204966,0.06517263624376986,0.54,Not sig,-0.35655410739220256,0.64,Not sig
E01001005,0.972,0.8236850051502652,0.058245500179357604,0.65,Not sig,0.8459039615854932,0.19,Not sig
E01001052,0.953,-0.2768120752204966,0.32113128967286175,0.25,Not sig,-1.3318394089448187,0.87,Not sig
E01001116,0.968,0.5920014092827365,-0.798224334219582,0.03,HL (high-low),-1.0774890248890316,0.81,Not sig
E01001131,0.946,-0.682258367988672,0.17305054747868798,0.42,Not sig,-0.9201663821201355,0.83,Not sig
E01001141,0.941,-0.9718628628230831,0.38160571726189063,0.26,Not sig,-1.2077013195333686,0.9,Not sig
E01001182,0.939,-1.0877046607568475,0.08058687320576384,0.62,Not sig,-1.1110739535879681,0.88,Not sig
E01034142,0.984,1.5187357927528518,0.0018349970616804417,0.98,Not sig,1.5079152489520127,0.07,Not sig
E01000978,0.943,-0.8560210648893186,0.633609044307654,0.13,Not sig,-1.9104158630169812,0.97,Not sig
E01000980,0.959,0.0707133185807966,-0.029404170016764,0.71,Not sig,-0.43316414855962576,0.69,Not sig
E01000983,0.958,0.012792419613914401,-0.002165049110132084,0.98,Not sig,-0.43818706609799074,0.78,Not sig
E01000990,0.898,-3.4624615183990115,1.459823367737445,0.05,Not sig,-4.6521567957498515,1.0,Not sig
E01000993,0.96,0.12863421754767881,-0.019464517414148407,0.81,Not sig,-0.08888729950112025,0.62,Not sig
E01000994,0.967,0.5340805103158542,-0.18564867395739396,0.22,Not sig,0.3514023325127637,0.33,Not sig
E01001007,0.964,0.36031781341520763,0.07765409749726343,0.57,Not sig,0.4346960249728416,0.3,Not sig
E01001066,0.937,-1.2035464586906055,0.2983009464362445,0.25,Not sig,-1.3853871807216416,0.92,Not sig
E01001111,0.962,0.2444760154814432,-0.051940279195308095,0.58,Not sig,0.05858332717008664,0.51,Not sig
E01001130,0.953,-0.2768120752204966,0.02852531226287123,0.88,Not sig,-0.3240029960408626,0.67,Not sig
E01001136,0.962,0.2444760154814432,-0.05705371024260441,0.65,Not sig,-0.09160066352905631,0.6,Not sig
E01001139,0.97,0.7078432072165008,0.3097137365175223,0.23,Not sig,1.1336943189973971,0.13,Not sig
E01001148,0.951,-0.39265387315426103,-0.07325158905611366,0.67,Not sig,-0.2798416212570374,0.64,Not sig
E01001153,0.951,-0.39265387315426103,0.04046273752338702,0.73,Not sig,-0.5117528480729584,0.7,Not sig
E01001158,0.948,-0.5664165700549076,-0.05645687383133752,0.64,Not sig,-0.5250484419376603,0.7,Not sig
E01001161,0.951,-0.39265387315426103,-0.06870301599293359,0.6,Not sig,-0.21761743252862706,0.66,Not sig
E01001164,0.969,0.6499223082496186,-0.09207014605619916,0.63,Not sig,0.549620002082371,0.29,Not sig
E01001185,0.964,0.36031781341520763,-0.3006134139629297,0.2,Not sig,-0.5525936271669534,0.73,Not sig
E01001187,0.955,-0.16097027728673222,0.07408306986790487,0.71,Not sig,-0.7751462587638699,0.8,Not sig
E01001193,0.947,-0.6243374690217899,0.251175556610557,0.3,Not sig,-1.46786148688775,0.91,Not sig
E01000977,0.943,-0.8560210648893186,0.29480206195264963,0.23,Not sig,-1.5773832561103134,0.96,Not sig
E01000981,0.957,-0.04512847935296781,-0.0010129494599420712,1.0,Not sig,0.043537518040175,0.57,Not sig
E01001040,0.965,0.4182387123820898,0.1426239375963234,0.48,Not sig,0.7190789400430924,0.2,Not sig
E01001088,0.948,-0.5664165700549076,0.15210418092069164,0.41,Not sig,-0.4120775527024615,0.81,Not sig
E01001146,0.969,0.6499223082496186,-0.17990634287849253,0.36,Not sig,0.3339749175642983,0.43,Not sig
E01001149,0.956,-0.10304937831985,-0.02041813130524511,0.87,Not sig,0.14753570397693008,0.52,Not sig
E01001155,0.919,-2.246122640094485,-0.11546497165237947,0.5,Not sig,-2.15746959407258,0.96,Not sig
E01001163,0.967,0.5340805103158542,-0.04988092734771628,0.66,Not sig,0.6000760110284304,0.29,Not sig
E01001175,0.942,-0.9139419638562009,-0.3116641232880527,0.2,Not sig,-0.2775319414142145,0.72,Not sig
E01000976,0.953,-0.2768120752204966,0.0018033051934653248,0.99,Not sig,-0.5282125565674188,0.78,Not sig
E01001003,0.949,-0.5084956710880254,0.05608172858267282,0.67,Not sig,-0.47749574753402596,0.72,Not sig
E01001011,0.954,-0.21889117625361443,-0.028156895185446625,0.86,Not sig,-0.14132792779054784,0.6,Not sig
E01001025,0.951,-0.39265387315426103,0.09731990081313796,0.58,Not sig,-0.6776102911473123,0.8,Not sig
E01001035,0.973,0.8816059041171475,0.532124618968996,0.12,Not sig,1.8005471603834755,0.03,Hotspot (Gi*)
E01001037,0.961,0.18655511651456103,0.0110308433758818,0.9,Not sig,0.19019825857737954,0.46,Not sig
E01001046,0.945,-0.7401792669555542,0.21918117510050358,0.45,Not sig,-0.6745183580618367,0.87,Not sig
E01001047,0.962,0.2444760154814432,0.1787147951227278,0.38,Not sig,1.0148155119024682,0.12,Not sig
E01001054,0.939,-1.0877046607568475,0.8680972702237768,0.12,Not sig,-1.7873945348047389,0.98,Not sig
E01001056,0.953,-0.2768120752204966,0.0712805235739196,0.77,Not sig,-0.39932928664930234,0.68,Not sig
E01001147,0.968,0.5920014092827365,-0.14244235500229677,0.38,Not sig,0.18045039328498158,0.54,Not sig
E01001152,0.959,0.0707133185807966,-0.028277830796954003,0.75,Not sig,-0.5922431069317868,0.74,Not sig
E01001181,0.959,0.0707133185807966,0.0050003734247043305,0.95,Not sig,0.18047731489783778,0.43,Not sig
E01001189,0.956,-0.10304937831985,0.11308207452486053,0.52,Not sig,-1.2193317543730733,0.92,Not sig
E01000989,0.957,-0.04512847935296781,0.02974372983588362,0.79,Not sig,-0.5274717488197829,0.78,Not sig
E01001057,0.971,0.7657641061833831,-0.5150566784440117,0.09,Not sig,0.2175421659760793,0.45,Not sig
E01001059,0.958,0.012792419613914401,-0.00661073977412462,0.94,Not sig,-0.45119468039212496,0.71,Not sig
E01001086,0.952,-0.33473297418737885,-0.019792472487431694,0.83,Not sig,-0.21005555131598558,0.63,Not sig
E01001090,0.96,0.12863421754767881,-0.04901860183656232,0.71,Not sig,-0.13785167026113906,0.64,Not sig
E01001100,0.953,-0.2768120752204966,-0.12860008930523373,0.55,Not sig,0.06016804913981326,0.49,Not sig
E01001154,0.963,0.30239691444832545,-0.05918597584713472,0.66,Not sig,0.04219165993473891,0.54,Not sig
E01001160,0.961,0.18655511651456103,-0.0213854767902703,0.88,Not sig,-0.04817042574025374,0.54,Not sig
E01001165,0.963,0.30239691444832545,-0.009267937627658573,0.91,Not sig,0.3402127696010552,0.35,Not sig
E01001183,0.976,1.055368601017794,-0.2462928489857632,0.25,Not sig,0.8506599995758577,0.19,Not sig
E01001184,0.955,-0.16097027728673222,0.05574676830537842,0.75,Not sig,-0.4427667258193774,0.73,Not sig
E01001191,0.959,0.0707133185807966,-0.04483160417900966,0.71,Not sig,-0.4057182184047671,0.78,Not sig
E01001192,0.934,-1.377309155591252,0.34136831335548196,0.29,Not sig,-0.9270853499042795,0.96,Not sig
E01001034,0.965,0.4182387123820898,0.15762021896064105,0.42,Not sig,0.9062925283610421,0.2,Not sig
E01001042,0.966,0.47615961134897206,-0.25131829869800903,0.47,Not sig,-0.028364223369834976,0.54,Not sig
E01001077,0.944,-0.7981001659224365,0.07068705616624425,0.66,Not sig,-0.9250393094169197,0.84,Not sig
E01001110,0.958,0.012792419613914401,-0.0069494590628097295,0.92,Not sig,-0.5370268682972416,0.74,Not sig
E01001126,0.952,-0.33473297418737885,0.22837437268084682,0.27,Not sig,-1.0011010903788817,0.87,Not sig
E01000986,0.952,-0.33473297418737885,0.03772536402292463,0.68,Not sig,-0.36568732426938155,0.7,Not sig
E01001006,0.985,1.576656691719734,-0.3085876886197337,0.23,Not sig,0.9555038642290125,0.12,Not sig
E01001009,0.969,0.6499223082496186,0.07607343071790519,0.62,Not sig,0.6790389022054035,0.24,Not sig
E01001026,0.954,-0.21889117625361443,-0.015478521480931673,0.91,Not sig,-0.21866080518808823,0.62,Not sig
E01001127,0.949,-0.5084956710880254,0.08774319445209208,0.67,Not sig,-0.6079895390630634,0.74,Not sig
E01001145,0.938,-1.1456255597237297,0.22864877221435753,0.28,Not sig,-1.4246098999101833,0.91,Not sig
E01001170,0.944,-0.7981001659224365,0.12847040501099324,0.51,Not sig,-0.8752512395592628,0.84,Not sig
E01001177,0.954,-0.21889117625361443,0.03206537991099936,0.77,Not sig,-0.4938829951463656,0.74,Not sig
E01000979,0.968,0.5920014092827365,-0.36389378589266597,0.2,Not sig,-0.2873053965364135,0.65,Not sig
E01001050,0.924,-1.9565181452600742,-0.19501353582393038,0.36,Not sig,-1.2843211867734052,0.94,Not sig
E01001051,0.937,-1.2035464586906055,1.2393925997181627,0.04,LL (coldspot),-2.049902636776178,0.98,Not sig
E01001089,0.953,-0.2768120752204966,0.04055021544410376,0.82,Not sig,-0.32182035865775305,0.71,Not sig
E01001091,0.943,-0.8560210648893186,0.2700113071461867,0.22,Not sig,-0.833525842471212,0.85,Not sig
E01001114,0.954,-0.21889117625361443,0.06421411323316183,0.62,Not sig,-0.5987628527691228,0.73,Not sig
E01001118,0.915,-2.477806235962014,1.2958329359434626,0.02,LL (coldspot),-3.567724063520992,1.0,Not sig
E01001133,0.925,-1.898597246293192,0.4595735681850705,0.17,Not sig,-2.3891728064214983,0.98,Not sig
E01001140,0.968,0.5920014092827365,0.05472085443558002,0.65,Not sig,0.8195841336423624,0.22,Not sig
E01001166,0.939,-1.0877046607568475,-0.02441451306330498,0.81,Not sig,-1.066558518219124,0.85,Not sig
E01001168,0.969,0.6499223082496186,-0.25519451158331535,0.27,Not sig,0.2586131897651338,0.46,Not sig
E01001174,0.94,-1.0297837617899652,-0.4008724339504331,0.21,Not sig,-0.5999759104679863,0.76,Not sig
E01001178,0.967,0.5340805103158542,-0.07713268118799432,0.54,Not sig,0.48884091852171563,0.38,Not sig
E01001180,0.952,-0.33473297418737885,-0.05517563595869047,0.66,Not sig,-0.4020114374500756,0.71,Not sig
E01001190,0.957,-0.04512847935296781,0.024690224455832934,0.88,Not sig,-0.5941439552956623,0.76,Not sig
E01001041,0.96,0.12863421754767881,0.02958532858103434,0.79,Not sig,0.4306921400351223,0.34,Not sig
E01001053,0.963,0.30239691444832545,-0.14209078786076826,0.52,Not sig,-0.19545744182807784,0.57,Not sig
E01001085,0.953,-0.2768120752204966,0.05257511862533628,0.73,Not sig,-0.4382008915905298,0.69,Not sig
E01001128,0.961,0.18655511651456103,-0.0867583891253437,0.61,Not sig,-0.21021220261452206,0.6,Not sig
E01001143,0.946,-0.682258367988672,0.2678913906823895,0.24,Not sig,-0.6006969420361331,0.86,Not sig
E01001188,0.958,0.012792419613914401,-0.006319652885410815,0.96,Not sig,-0.49063414643453573,0.7,Not sig
E01032569,0.937,-1.2035464586906055,1.010343837543728,0.03,LL (coldspot),-1.987080025674144,0.96,Not sig
E01001013,0.942,-0.9139419638562009,-0.21020280466711194,0.38,Not sig,-0.3029739966739869,0.76,Not sig
E01001030,0.964,0.36031781341520763,0.16322081733101804,0.35,Not sig,0.555689562538416,0.23,Not sig
E01001033,0.952,-0.33473297418737885,-0.13999828811581677,0.48,Not sig,0.11025754165810428,0.49,Not sig
E01001099,0.953,-0.2768120752204966,-0.08905151884251343,0.52,Not sig,0.06333241174247133,0.5,Not sig
E01001113,0.968,0.5920014092827365,-0.3696086615285453,0.2,Not sig,0.028229331228275423,0.47,Not sig
E01001142,0.968,0.5920014092827365,-0.15958698190993878,0.44,Not sig,0.2687801927953828,0.41,Not sig
E01000975,0.964,0.36031781341520763,0.04287087805264829,0.67,Not sig,0.35763570787726884,0.33,Not sig
E01001024,0.947,-0.6243374690217899,-0.1960301616993604,0.41,Not sig,-0.03627716820814821,0.63,Not sig
E01001044,0.968,0.5920014092827365,0.08186651370601301,0.56,Not sig,0.6531398642296354,0.22,Not sig
E01001058,0.964,0.36031781341520763,-0.1553934727816605,0.5,Not sig,-0.2615287857111481,0.61,Not sig
E01001063,0.963,0.30239691444832545,-0.13917160433916143,0.51,Not sig,-0.06668055614372048,0.61,Not sig
E01001109,0.935,-1.3193882566243698,0.20474027812647372,0.23,Not sig,-1.5987577506608082,0.9,Not sig
E01001112,0.937,-1.2035464586906055,0.2053536226553128,0.35,Not sig,-1.554169897533462,0.96,Not sig
E01001162,0.957,-0.04512847935296781,-0.010161536785895904,0.88,Not sig,0.2452180413430075,0.46,Not sig
E01001186,0.929,-1.6669136504256632,0.043042232545431186,0.82,Not sig,-1.7487744361948268,0.95,Not sig
E01034144,0.963,0.30239691444832545,-0.08020409720270416,0.64,Not sig,0.09688387152949622,0.6,Not sig
E01001125,0.937,-1.2035464586906055,0.8792217200670567,0.09,Not sig,-1.830948774055018,0.96,Not sig
E01001150,0.97,0.7078432072165008,0.15665112092990688,0.39,Not sig,0.9779901407183001,0.18,Not sig
E01001029,0.974,0.9395268030840297,-0.050173449797073326,0.68,Not sig,0.8438796853305384,0.22,Not sig
E01001055,0.926,-1.8406763473263097,0.6694418826283345,0.1,Not sig,-2.342362144904145,0.97,Not sig
E01001073,0.957,-0.04512847935296781,0.009878225928098155,0.93,Not sig,-0.44429389295400956,0.67,Not sig
E01001083,0.961,0.18655511651456103,-0.0426361755658589,0.71,Not sig,-0.06358320072660381,0.59,Not sig
E01001084,0.96,0.12863421754767881,-0.01644879451390209,0.87,Not sig,0.057033333775186455,0.53,Not sig
E01001115,0.934,-1.377309155591252,0.1020433600142317,0.46,Not sig,-2.1405063918270297,0.98,Not sig
E01001120,0.945,-0.7401792669555542,0.4535472804452378,0.14,Not sig,-1.4105046845021207,0.92,Not sig
E01001124,0.926,-1.8406763473263097,0.36026235927041106,0.23,Not sig,-2.0643983080104507,0.98,Not sig
E01001129,0.961,0.18655511651456103,-0.11431226126657273,0.54,Not sig,-0.4979862560018156,0.79,Not sig
E01001138,0.969,0.6499223082496186,-0.19872838505469748,0.36,Not sig,0.3380811920323817,0.38,Not sig
E01001156,0.952,-0.33473297418737885,-0.015914865531677324,0.88,Not sig,-0.15325366064673537,0.62,Not sig
E01001169,0.963,0.30239691444832545,-0.08808589271104254,0.65,Not sig,-0.05489222667491162,0.52,Not sig
E01001008,0.945,-0.7401792669555542,-0.29528100736354396,0.25,Not sig,-0.28739087358522875,0.7,Not sig
E01001078,0.954,-0.21889117625361443,0.06783650572016652,0.71,Not sig,-0.6830282828586971,0.77,Not sig
